,lisa_I,lisa_p,lisa_quad,lisa_class,lisa_sig,lisa_label
6158,-0.0012504138202841864,0.214,4,0,False,No Significativo
6159,0.7113645346120382,0.027,1,1,True,HH (Hot Spot)
6160,0.323653953712873,0.14,3,0,False,No Significativo
6161,0.015457296078367946,0.123,3,0,False,No Significativo
6162,0.4625344955266206,0.099,1,0,False,No Significativo
6163,1.8100945930822314,0.004,3,3,True,LH (Low surrounded by High)
6164,0.006283717888785842,0.493,1,0,False,No Significativo
6165,0.5497390005365232,0.044,1,1,True,HH (Hot Spot)
6166,1.967337085688264,0.006,3,3,True,LH (Low surrounded by High)
6167,3.1291070944408594,0.003,3,3,True,LH (Low surrounded by High)
6168,0.21817804151464887,0.118,1,0,False,No Significativo
6169,2.040413579455552,0.001,1,1,True,HH (Hot Spot)
6170,-0.07440662789862716,0.325,4,0,False,No Significativo
6171,-0.0572002175432849,0.375,4,0,False,No Significativo
6172,0.00464559808378905,0.432,1,0,False,No Significativo
6173,0.9366778971300445,0.008,1,1,True,HH (Hot Spot)
6174,3.046787039998126,0.002,3,3,True,LH (Low surrounded by High)
6175,1.6376840752040014,0.001,1,1,True,HH (Hot Spot)
6176,0.00021183459155931062,0.483,1,0,False,No Significativo
6177,1.1708632029481896,0.008,1,1,True,HH (Hot Spot)
6178,0.43261684580720416,0.061,1,0,False,No Significativo
6179,0.8397610848771687,0.001,1,1,True,HH (Hot Spot)
6180,0.9971747604353751,0.006,3,3,True,LH (Low surrounded by High)
6181,0.19254112051905986,0.157,3,0,False,No Significativo
6182,-0.1991687687044838,0.255,4,0,False,No Significativo
6183,0.6484633820856999,0.051,1,0,False,No Significativo
6184,-0.07232411939216696,0.43,4,0,False,No Significativo
6185,0.04609311809553335,0.26,3,0,False,No Significativo
6186,0.1101681893269401,0.194,1,0,False,No Significativo
6187,1.787770013718801,0.01,3,3,True,LH (Low surrounded by High)
6188,3.7047752803635206,0.001,3,3,True,LH (Low surrounded by High)
6189,1.0675786361953712,0.019,3,3,True,LH (Low surrounded by High)
6190,0.4563121852668149,0.059,3,0,False,No Significativo
6191,0.17027895848456412,0.165,3,0,False,No Significativo
6192,3.5991719581925783,0.001,3,3,True,LH (Low surrounded by High)
6193,0.9960952943750754,0.003,1,1,True,HH (Hot Spot)
6194,0.5860573150404413,0.017,1,1,True,HH (Hot Spot)
6195,-0.0031066022493476267,0.49,2,0,False,No Significativo
6196,0.9807032556145268,0.055,3,0,False,No Significativo
6197,0.7366499060929785,0.008,1,1,True,HH (Hot Spot)
6198,1.5578458574521248,0.003,3,3,True,LH (Low surrounded by High)
6199,0.46124675878157584,0.271,3,0,False,No Significativo
6200,0.3968870866837905,0.03,1,1,True,HH (Hot Spot)
6201,0.5706640030558223,0.04,1,1,True,HH (Hot Spot)
6202,0.921039251927875,0.001,1,1,True,HH (Hot Spot)
6203,0.30332125787088116,0.071,3,0,False,No Significativo
6204,-0.038529757679790645,0.392,2,0,False,No Significativo
6205,2.940285662924009,0.002,3,3,True,LH (Low surrounded by High)
6206,0.9877209959322578,0.005,1,1,True,HH (Hot Spot)
6207,0.9227334968086531,0.02,3,3,True,LH (Low surrounded by High)
6208,0.03601694940121211,0.341,3,0,False,No Significativo
6209,0.30956636806408916,0.164,3,0,False,No Significativo
6210,0.8008611194370814,0.013,1,1,True,HH (Hot Spot)
6211,0.33459202729784054,0.024,1,1,True,HH (Hot Spot)
6212,0.05771766231571289,0.275,1,0,False,No Significativo
6213,0.8087813607283416,0.054,3,0,False,No Significativo
6214,0.07922330359200129,0.152,3,0,False,No Significativo
6215,1.4661444835493975,0.001,1,1,True,HH (Hot Spot)
6216,0.08540247172608852,0.233,1,0,False,No Significativo
6217,0.008579229149748591,0.345,3,0,False,No Significativo
6218,0.323097690866627,0.154,1,0,False,No Significativo
6219,1.246752336263188,0.005,1,1,True,HH (Hot Spot)
6220,0.06265592193380136,0.2,3,0,False,No Significativo
6221,2.012972748933924,0.002,3,3,True,LH (Low surrounded by High)
